,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
115,Ptprn2,Syt15,Ache,Saa1,Clec4d,Krt18,Col1a1,Tspyl4,Rph3a,Pik3r3,Sh3rf2,Urah,Slco1a4,Arhgap29,Pdzk1ip1,Dock2,Txnip,Lrr1,Cpa6,Hbb-bs
116,Aak1,Rd3,Scn1a,Ush1g,Treml1,Rhd,Dock2,C1qa,AI593442,Nlrc5,Slpi,Trpv6,Atp13a4,Synpo2,Ctse,Col5a1,Bgn,Sh3rf2,Mindy4b-ps,Wnk4
117,Grin2d,Clec10a,Dennd6b,Teddm2,Gfy,Nhlh1,Laptm5,Tubb3,Slc10a4,Gpnmb,Syt8,Tdrd12,Ckmt1,Dnaaf3,Ltf,Ccdc88b,Shisa5,Tdrd12,Slc30a2,Stat6
118,Inha,Trpv6,Cntnap1,Pdcd1lg2,Slc17a7,Pabpc1l,Csk,Nap1l5,Nsf,Col11a2,Actg2,Hsf2bp,Aifm3,Cfap100,Cfd,Uba7,Akap13,Trpv6,Wfdc8,Thbs2
119,Hpca,Syt8,Bex3,Sbk2,Crct1,Tmem74bos,Irf8,Rgs5,Mest,Apoc1,Trim55,Slc26a7,Gadd45g,Rasl12,Wnt2b,Clec2d,Lat2,Slc26a7,Syna,Postn
120,Habp4,Cnksr1,Tubb4a,Madcam1,Npffr1,Fam178b,Bin2,Sgms1,Elmod1,Trem2,Hsf2bp,Grpr,Car10,Lrrc36,Cyb5r2,Rcsd1,Junb,Actg2,Treml1,Hipk4
121,Tmem59l,Cdkn2a,Slc6a11,Fosb,C1ql4,Igkv8-30,Il9r,Itih3,Mt2,Erbb3,Ces2g,Prok1,Egfl7,Lrrc43,Ahsg,Tap1,Pik3ap1,Cdkn2a,Pla2g4f,Aldh1a2
122,Sez6l2,Grpr,Reep2,Them5,Slc30a2,Dmrt2,Cd22,Cadm1,Ret,Txnip,Urah,Saa1,Slc24a4,Rcsd1,Serpinf1,Kcnn4,Batf3,Mroh8,Ttc6,Mpzl2
123,Snap47,Slpi,Rims1,Gemin4,Gpr182,Wfdc8,Iglc3,Kcna1,Cabp7,Bin2,Madcam1,Pdcd1lg2,Ptprs,Mfge8,Ribc1,Gimap4,Ncf2,Slpi,Slc17a7,Wtip
124,Nptx1,Prok1,Ccdc85a,Tslp,Trpv6,Cpa6,Fcrl1,Ptprs,Aak1,Cyth4,Saa1,Ush1g,Mical2,Lrrc10b,Kif4,Sept1,Tagap,Urah,Slc6a16,Stra6
125,Chd5,Urah,Snph,Fam124b,Slpi,Treml1,Tspan32,Cdk18,Ache,Coq8b,Them5,Them5,Repin1,Ccdc114,Shcbp1,Arhgef1,Cebpd,Syt8,Dmrt2,Ahnak2
126,Pcp4l1,Trim55,Disp2,Vmn2r57,Hsf2bp,Pla2g4f,H2-K1,Slc25a18,Ecel1,Laptm5,Tslp,Sbk2,Cd9,Ddr1,Armh1,H2-M3,Neurl3,Ces2g,C1ql4,Samd5
127,Ryr2,Hsf2bp,Cbarp,Cfap161,Trim55,Slc17a7,Cnn2,Sncb,Aplp1,Ctsd,Gemin4,Fosb,Cacng7,Arvcf,Slc24a5,Gjb2,Sema3b,Prok1,Gfy,S100a7a
128,Nat8l,Tdrd12,Scg5,Wif1,Slc26a7,Slc6a16,H2-Eb2,Frmd4a,Hcn1,Rasgrp3,Ush1g,Olfr267,Ddr1,Ano1,Cdc6,Foxc1,Stat6,Hsf2bp,Npffr1,Cemip
129,Ntrk3,Actg2,Nsf,Csrp3,Prok1,Ttc6,Serpina3g,Slc2a1,Ncdn,H2-K1,Fosb,Gemin4,Efr3b,Sema3g,Slc4a1,Myof,Lrmp,Serinc4,Atp1b4,Osr2
130,Sema4g,Lrr1,Atp6v0a1,Tnfrsf17,Cnksr1,Slc30a2,Blk,Inpp5j,Nell2,H2-Ab1,Teddm2,Muc13,Il33,Col1a2,Cd300lb,Cd79b,Frmd4a,Them5,Ntf3,Col8a1
131,Reep2,Sh3rf2,Ptgds,Wnt10b,Mroh8,C1ql4,Iqgap1,Pik3r3,Haghl,Fmod,Sbk2,Tslp,Got1,Slc6a20a,Kif14,Sh3bp2,Ccl3,Gemin4,Clec4d,Twist1
132,Lrp8,Mroh8,Hap1,Gfra3,Cdkn2a,Clec4d,Fam169b,Acly,Nfasc,Frmd4a,Pdcd1lg2,Madcam1,Notch3,Tnni3,Fabp4,Rasa4,Hspb8,Nppb,Qrfprl,Gjb2
133,Klc2,Cdc20,Olfm1,Krt77,Urah,Qrfprl,Itga4,Cend1,Tmem59l,Mcl1,Olfr267,Teddm2,Ank1,Il34,Myof,Lsp1,H2-DMb1,Fosb,Ms4a4a,Col24a1
134,Srrm3,Nppb,Tmem25,Trarg1,Syt8,Syna,Myo1c,Prrt1,Gria4,Man1a,Nppb,Nppb,Epb41l3,Foxj1,Col13a1,Igf1,Akna,Madcam1,Ces2g,Ccn1
135,Ppip5k1,Ush1g,Wnk2,Cd8a,Actg2,Gfy,Plcg2,Sema6a,Rell2,Ptpn6,Muc13,Trim58,Slco1c1,Ptp4a3,Angptl1,H2-DMb1,Uba7,Teddm2,Actg2,Ncf2
136,Mllt11,Teddm2,Tmem191c,Fbxl13,Nrk,Ntf3,Bach2,Rapgef3,Atp6v1g2,S100a4,Ccdc60,Dlgap5,Pnmal2,Coq8b,Dytn,Cd19,Lcp2,Tslp,Hsf2bp,Myoc
137,Hpcal4,Madcam1,Ntrk3,Cd300lg,Grpr,Crct1,Stap1,Scn1b,Habp4,Adap2,Calr4,Troap,Clstn3,Crocc,Cd109,Fcer2a,Tap2,Sbk2,Cdkn2a,Crip1
138,Syne1,Fosb,Cacng7,Mroh5,Ces2g,Sis,Sh2b3,Zwint,Pcp4,Rapgef3,Tnfrsf17,Pi15,Als2cl,Eln,Scnn1a,Nckap1l,Igf1,Pdcd1lg2,Trpv6,Plxnb3
139,Scg5,Sbk2,Kcnt1,Enpp3,Lrr1,Mindy4b-ps,Satb1,Tmem125,Prepl,Nbl1,Wnt10b,Fam124b,Ube2ql1,Anxa11,Nek2,Ltb,Ttll3,Olfr267,Serinc4,Gjc3
140,Ank1,Muc13,Kcna2,Clec12b,Tdrd12,Npffr1,Slfn2,Rnf122,Nrg1,Hspa2,Cd300lg,Mroh5,Ywhah,Tapbp,Oas3,Lck,Samhd1,Saa1,Syt8,Sdc1
141,Coro6,Them5,Tmem145,Zpbp,Serinc4,Nrk,Gimap6,Hs3st1,Glra1,Rasal3,Krt77,Csrp3,Agap2,Aebp1,Hipk4,Hcls1,Psmb9,Ush1g,Urah,Egr3
142,Snca,Pdcd1lg2,Pcp4l1,Igkv1-122,Pdcd1lg2,Syt8,Gpsm3,Map7d2,Sv2b,Gbp2,Mroh5,Gfra3,Cables1,Bgn,Ccdc33,Klf2,Ppp1r18,Muc13,Sh3rf2,Lmo4
143,Syn1,Saa1,Stac2,March10,Teddm2,Prok1,Map3k1,Flt1,Camkk1,Nkain2,Vmn2r57,Trarg1,Fbxo2,Id4,Piwil2,Glycam1,Trac,Ogn,Slpi,Them5
144,Celsr3,Gemin4,Cadm3,Sowahb,Nppb,Ces2g,Cd53,Enpp6,Scn1a,Sema7a,Fam124b,Tnfrsf17,Gap43,Nr2f2,Zic1,Neurl3,Arhgdib,Fbxl13,Cnksr1,Thbd
145,Slc6a1,Tslp,Gprasp2,Colec10,Sbk2,Mroh8,Cytip,Cacng7,Jun,Irf8,Cd8a,Wif1,Chga,Dnah9,Ccl7,Il4i1,Timp1,Tnfrsf17,Tdrd12,Dusp4
146,Iglon5,Nsl1,Ahi1,Cyp11b1,Fosb,Hsf2bp,Pik3cd,Hip1r,Bex3,Bace2,Cfap161,Cd300lg,Rtn1,Gas6,Crispld2,Ikzf3,Glis3,Wif1,Trim55,Ttll6
147,Spock3,Fbxl13,Gria4,Mei4,Them5,Slpi,Rasgrp3,Scn8a,Ggt7,Spp1,Csrp3,Wnt10b,Syt2,Igf2,Eln,Rasgrp1,Flvcr1,Fam124b,Slc26a7,Cd55
148,Rusc1,Csrp3,Gpr162,Xirp1,Muc13,Lrr1,Spib,Clcn4,Ptprs,Matn4,Fbxl13,Krt77,Podxl2,Dnah6,Hsd17b1,Serpinf1,Irf1,Mroh5,Prok1,Igkc
149,Wnk2,Trarg1,Atp2b2,Alas2,Gemin4,Tdrd12,Uba7,Itm2a,Them6,Als2cl,Gfra3,Cd8a,Eng,Rsph4a,Cyp1b1,Vav1,Serping1,Krt77,Lrr1,Adh1
150,Matk,Mroh5,Sept5,Camp,Madcam1,Grpr,Lsp1,Cnksr3,Tmem35a,Batf3,Trarg1,Fbxl13,Grin2c,Mt2,Chrnb4,H2-Q4,Nbl1,Cd8a,Grpr,Cyp26b1
151,Plekha6,Krt77,Plekha6,F9,Tslp,Trpv6,Haao,Cldn5,Pnkd,Col20a1,Wif1,Cfap161,Penk,Tbx2,Cd5l,C1s1,Trim14,Gfra3,Nrk,Rab38
152,Map4k2,Tnfrsf17,Kndc1,Chaf1b,Olfr267,Actg2,Kcnn4,Gpld1,Kcnq2,Dock2,Cd109,Zpbp,Ptprn,Ubxn11,Eppk1,Eln,Pik3cd,Cfap161,Mroh8,Itih2
153,Syngap1,Wnt10b,Gprasp1,Shisal2a,Ush1g,Slc26a7,Ppp1r18,Scrt1,Epb41,Lat2,Clec9a,Armc4,Map7d2,Plekhg2,Shox2,Tap2,Pyroxd2,Csrp3,Col8a1,Bmp6
154,Epb41l3,Cd8a,Ryr2,Klkb1,Saa1,Serinc4,Ly6d,Kcnab2,Dbn1,Zfp488,Gpr182,Chaf1b,Pdlim4,Fam183b,Celsr1,Lrg1,Il2rb,Wnt10b,Madcam1,Pdgfrb
155,Atp6v0a1,Cfap161,Sv2c,Klhl10,Cd300lg,Cdkn2a,Fcmr,Prima1,Prkar1b,Inava,Cd86,Pheta2,Col9a3,Cxcl12,Pirb,Nfkbia,Trbc2,Cd300lg,Tslp,Cemip2
156,Atp13a2,Gfra3,Vwa5b2,Gapt,Fbxl13,Urah,Sh3bp2,Tppp3,Sirt2,Flvcr1,Cyp11b1,Grhl3,Mapk10,Fam166b,Il19,Bmp6,Rcsd1,Trarg1,Pdcd1lg2,Myo7a
157,Olfm1,Fam124b,Camta1,Pheta2,Fam124b,Fosb,Zfp318,Cd82,Crtac1,Igfbp7,Igkv1-122,Shisal2a,Pdcd7,Foxp1,Gnb3,Itga4,Arhgap9,Vmn2r57,Teddm2,Ezr
158,Zgpat,Wif1,Camkk1,Tex43,Cfap161,Muc13,Tap2,Sox9,Arhgap36,Bgn,Enpp3,Colec10,Mllt11,Spef2,Ifng,Trim14,Ikzf1,Mei4,Sbk2,Kcnh8
159,Sh3gl2,Cyp11b1,Tmem130,Slc22a6,Cd8a,Olfr267,Inpp5d,Mcl1,Kcnj14,Card9,Colec10,Cyp11b1,Klc2,Unc5cl,Plin1,Ppp1r18,Unc13d,Tex43,Gemin4,Tmprss5
160,Fhl1,Alas2,Prkar1b,Grhl3,Krt77,Nppb,Bcl2,Sept5,Pmp22,Htra3,Mei4,Mei4,Esam,Zfp36,Klhl40,Siglecg,Sla,Zpbp,Them5,Slc6a20a
161,Rhbdl1,Sowahb,Zcchc18,Hoxa13,Wnt10b,Tslp,Prkcd,Klk6,Add2,Lrp1b,Camp,Slc22a6,Atp2b2,Gucy1a1,Tbata,Arhgap9,Gpr17,Hoxa13,Muc13,Hbb-bt
162,Map1b,Slc22a6,Car10,Armc4,Tnfrsf17,Teddm2,Gimap1,Rap1gap,Cpne6,Adamts20,Xirp1,Klkb1,Sez6l2,Cfap46,Tmprss2,Birc3,Cd82,Grhl3,Saa1,Matn4
163,Cacna1e,Gapt,Srrm3,Rnf138rt1,Vmn2r57,Them5,Il2rg,Rell2,Bcan,Smim5,Armc4,Sowahb,Ltbp4,Cfh,Klrb1a,Limd2,Irgm1,Armc4,Olfr267,Wdr66
164,Nsf,Hoxa13,Epb41,Wdr63,Csrp3,Gemin4,Cxcr5,Carns1,Hspb1,Col27a1,Hoxa13,Camp,Kcnc1,Dynlrb2,S100a2,Stat1,Maf,Igkv1-122,Ush1g,H2-DMb1
165,Aplp1,Pheta2,Cyfip2,Gmnc,Mroh5,Madcam1,Rasgrp1,Sh3bp2,Hsf4,Itgb2,Alas2,Xirp1,Ccdc141,Atp1a1,Angptl7,Wdfy4,Srgn,Xirp1,Nppb,Arhgap29
166,Scn8a,Tex43,Penk,Klra2,Trarg1,Saa1,Il16,Xaf1,Pacsin1,Hspb1,Sowahb,Enpp3,Sult4a1,Sox9,Il6,Cnn2,Dnaaf3,Enpp3,Fosb,Kcna2
167,Arfgef3,Klkb1,Aifm3,Casr,Wif1,Ush1g,Fam43a,Sncg,mt-Cytb,Rassf10,Gapt,Klhl10,Adamts20,Lrrc23,Clec18a,Myo1g,Tagln2,Gapt,Cfap161,Ccdc33
168,Stmn2,Enpp3,Gria2,Slco2a1,Hist1h2ae,Sbk2,Wdfy4,Slc7a5,Cadm1,Vav1,Shisal2a,Tex43,Kifc2,Ets1,Perp,Snx20,Ccl4,Pheta2,Vmn2r57,Slit2
169,Ube2ql1,Zpbp,Scg2,Knl1,Col8a2,Pdcd1lg2,Ncf4,Stmn3,Fam57b,Trim68,Klkb1,March10,Syn1,Ak7,Fcnb,Cald1,Rac2,Colec10,Wnt10b,Snai1
170,Cntnap1,Clec12b,Sult4a1,Strc,Xirp1,Fbxl13,Birc3,Got1,Itga3,Flnc,Tex43,Clec12b,Fyn,Crip1,Fbxo47,Gimap3,Tgm1,Shisal2a,Krt77,Myl9
171,Cend1,Chaf1b,Adam23,Zfp442,Zpbp,Mroh5,Mzb1,Prodh,Syt3,Ctsh,Grhl3,Alas2,Ly6a,Baiap2,Aldh3b2,H2-Oa,Limd2,Alas2,Csrp3,Spp1
172,AI593442,March10,Cabp7,Osr2,Chaf1b,Cd8a,Il27ra,Sema7a,Podxl2,Plcb2,Chaf1b,F9,Col27a1,Sox2,Kcne2,Sod3,Icam1,F9,Cd300lg,Syna
173,Disp2,Mei4,Slc6a5,Wnt16,F9,Krt77,Baz1a,Scn4b,Fhl1,Bmp6,Klhl10,Gapt,Zgpat,Ccdc162,Odf3,Il2rg,Man1a,Chaf1b,Mroh5,Zmynd15
174,Grin2b,Igkv1-122,C1qtnf4,Igkv4-72,Mei4,Wnt10b,Trp53i11,Ube2ql1,Kndc1,Glis3,Slc22a6,Cenpe,Abhd8,Slc22a8,Fam178b,Ncf4,Stab1,Cyp11b1,Gfra3,S100a9
175,Cacna1h,Shisal2a,Limk1,Dtl,Shisal2a,Gfra3,H2-DMb2,Pdcd4,Syn1,Lpl,Clec12b,Baiap2l1,Map4k2,Bex3,Nhlh1,Foxp1,Id1,Klkb1,Tnfrsf17,Pheta2
176,Prepl,F9,Chgb,Lhcgr,Enpp3,Vmn2r57,Vav1,Tcf7l2,Kcna2,Serping1,Pheta2,Pitx2,Bex2,Cfap43,Itgb1bp2,Slamf6,Ncf4,March10,Fbxl13,Igha
177,Ubap1l,Grhl3,Nap1l2,Pitx2,Sowahb,Tnfrsf17,Ralgps2,Vgf,Sh3bgrl2,Fyn,F9,Wdr63,Oasl2,H2-Q6,Prr33,Slfn2,Il2rg,Sowahb,Cd8a,Aldh1a7
178,Fam155a,Xirp1,Rgs7bp,Hist2h2aa1,Clec12b,Wif1,Zc3h12a,Habp4,Lcp1,Aebp1,Zpbp,Rnf138rt1,Ccdc136,Crb2,Akr1b7,Grap,Htra3,Slc22a6,Trarg1,Gkn3
179,Ssh3,Klhl10,Lamp5,Efhc1,Cyp11b1,Cfap161,Iglc1,Ssh3,Macf1,Apbb1ip,March10,Lhcgr,Rab3c,Cfap54,Rhd,Aldh1a2,Tm4sf1,Klhl10,Fam124b,Slc6a12
180,Add2,Wnt16,Rab3c,Ccr4,Colec10,Fam124b,Myo1g,Snrpn,Calcb,Ccdc88b,Scnn1a,Klra2,Id1,Atp2a3,Olfr273,Ikzf1,Als2cl,Lhcgr,Cd86,Celsr1
181,Myt1l,Osr2,Arhgef1,Ctse,Grhl3,Chaf1b,Sh2d2a,Lfng,Vstm2a,Rras2,Iglc1,Igkv4-72,Sema7a,Palmd,Pabpc1l,Lbp,Rasgrp3,Dtl,Cd109,Has2
182,Tro,Zfp442,Cstf2,Aldh1a7,Klhl10,Alas2,Cfh,Zfp488,Prima1,Lgals3,Strc,Slco2a1,Clcn4,Prom1,Alox12b,Col6a2,Traf3ip3,Igkv4-72,Hoxa13,Lama5
183,Camta1,Wdr63,Inha,Dnah3,Gapt,Klkb1,Trbv16,Thy1,Snap91,Plek,Klra2,Gmnc,Fhl1,Lrrc71,Krt18,Sh2b3,Myof,Rnf138rt1,Tex43,Adamtsl1
184,Slc6a17,Rnf138rt1,Atp8b2,Ccl1,Pheta2,Sowahb,Ncf1,Esam,Tmeff2,Arhgap25,Dtl,Hist2h2aa1,C4b,Spag16,Trbv12-2,Grk6,Crispld2,Osr2,Klkb1,Actg2
185,Rbfox3,Igkv4-72,Atp13a2,Nccrp1,Igkv1-122,Clec12b,Cd40,Nkx2-2,Peg3,Plau,Hist2h2aa1,Osr2,Car4,Hspa2,Igkv8-30,Ptprcap,Mylk,Wdr63,Sowahb,Wnt10b
186,Nyap2,Strc,Car2,Sptlc3,Tex43,Camp,Clec2d,Rab3a,Nos1ap,Nckap1l,Pitx2,Wnt16,Cbarp,Tek,Styxl1,Lcp2,Trbv16,Casr,Pheta2,Magix
187,Gpc1,Slco2a1,Syt7,Pdzk1ip1,Hoxa13,Tex43,Irf5,Cald1,Kcnh2,Ccdc114,Casr,Casr,Pitpnm1,Rsph10b,Tmem74bos,Rac2,Aebp1,Gmnc,Slc22a6,Ngp
188,Cadm3,Lhcgr,Syt3,Cd163l1,Armc4,Cyp11b1,Ccdc88c,Plin3,Plekhd1,Arc,Rnf138rt1,Strc,Ptprb,Degs2,Henmt1,Islr,Hhex,Zfp442,F9,Marveld3
189,Cadm1,Klra2,Fbxo2,Tex29,March10,Klhl10,Cd2,Gfra1,Sh3gl2,Fam107b,Lhcgr,Zfp442,Sept5,Wdr66,Cpa6,Plek,Hvcn1,Knl1,Clec12b,Pi16
190,Ece2,Pitx2,AI593442,Ltf,Klkb1,Colec10,Rasgrp2,Ngef,Rab3c,Tm4sf1,Gmnc,Gabre,Sox17,Wdr49,Pla2g4f,Tnfrsf13c,Jak3,Hist2h2aa1,Enpp3,Ifit2
191,Rasgrp2,Hist2h2aa1,Zgpat,Il27,Cenpe,March10,Arhgap25,Apcdd1,Entpd3,Cxcl9,Zfp442,S100a9,Psd,Pdgfrb,Treml1,Cd79a,Pltp,Wnt16,Shisal2a,Slc4a1
192,Cyp46a1,Gmnc,Pitpnm1,Dapl1,Knl1,Grhl3,Pou2f2,Fbxo2,Rnf112,Tgm1,Wnt16,Cfd,C1qtnf4,Eno4,Syna,Slc6a13,Apobec3,Klra2,Grhl3,Baiap2
193,Mpp3,Knl1,Cacna1b,Wdr38,Klra2,Shisal2a,Dusp2,Map4k2,Limk1,Irf5,Slco2a1,Dapl1,Ly6e,Tap2,Mindy4b-ps,Themis2,Csf2rb,Strc,Chaf1b,Hsd17b1
194,Sh2d5,Myo18b,Tmem132a,Adgrg2,Wnt16,Pheta2,H2-DMb1,Pltp,Cbarp,Bst2,Knl1,Wdr38,Bbox1,T2,Slc6a16,Col6a1,Sh2b3,Pitx2,Camp,Tacc2
195,Kalrn,Clec9a,Slc6a1,Trbv13-1,Casr,Slc22a6,Tmem131l,Slco1a4,Sncb,Tmem108,Wdr63,Ccr4,Ina,Calml4,Npffr1,Plekha4,Ms4a6c,Ankle1,Klhl10,Nrk
196,Pclo,Pdzk1ip1,Cx3cl1,Slc27a3,Gmnc,Zpbp,Nckap1l,Hif3a,Chrm2,Zfp36,Igkv4-72,Cd163l1,Bex3,Prkd2,Slc17a7,Cemip,Adamtsl1,Aldh1a7,Igkv1-122,Cdkn2a
197,Syt1,Sptlc3,Map3k9,Fam47e,Zfp442,Enpp3,Ccr6,Cabp1,Gria3,Fam43a,Osr2,Slc27a3,Rap1gap,Cd24a,Gfy,Arhgdib,Cd86,Dapl1,Cyp11b1,Pcsk4
198,Pacsin1,Wdr38,Gpc1,Cdkn3,Hist2h2aa1,F9,Rubcnl,Syne1,Scg2,Lbp,Wdr38,Fam47e,Hoxc8,Rsph1,Crct1,Srgn,Itgal,Trbv13-1,Colec10,Gemin4
199,Cacna2d2,Tex29,Spock3,Car3,Igkv4-72,Xirp1,Unc13d,Dock6,Mag,Nid1,Ccl1,Trbv13-1,Cyfip2,Dnali1,C1ql4,Pik3cd,Gvin1,Slc27a3,Mei4,Trarg1
200,Rell2,Cd163l1,Ggt7,Matn1,Lhcgr,Mei4,Hhex,S100a10,Rasgrf1,Ifit2,Adgrg2,Ccl1,Disp2,Sned1,Sis,Dgka,Pou2f2,Ccl1,Gapt,Serinc5
201,Cacna1i,Sytl3,Phf24,Has1,Slco2a1,Igkv1-122,Tmem123,Cyfip2,Iglon5,Tcf7l2,Ltf,Sytl3,Tubb3,Ttll8,Clec4d,Sell,Coq8b,Ccr4,Armc4,Zfp442
202,Fcho1,Aldh1a7,Fam155a,Pifo,Dtl,Hoxa13,Pik3ap1,Ppfibp1,Ank1,Pkd2l1,Cdkn3,Adgrg2,Hoxb8,Ift81,Qrfprl,Hhex,Ccl12,Cdkn3,Alas2,Klra2
203,Calb1,Trbv13-1,Ppip5k1,Prkag3,Osr2,Armc4,Itk,Pcp4l1,Slit2,Thbs2,Pdzk1ip1,Aldh1a7,Abcb1a,Akap13,Wfdc8,Lgals3,Gadd45g,Cfd,Zpbp,Wnt16
204,Cyfip2,Adgrg2,Glra1,Cd209c,Pitx2,Slco2a1,Hip1r,H2-K1,Gap43,Vcan,Ctse,Sptlc3,Cntnap1,Stk36,Ntf3,Col6a3,Zc3h12a,Wdr38,March10,Lmntd1
205,Cacng7,Nccrp1,Kcnk9,Mef2b,Strc,Rnf138rt1,Ccl19,Ccdc85a,Chgb,Id1,Tex29,Cdkn3,Gprasp1,Rapgef3,Slc30a2,Lilrb4a,Ahnak,Cd163l1,Scnn1a,Sytl3
206,Ckmt1,Slc27a3,Lgi3,Folr1,Wdr63,Strc,Helz2,Olfm1,Kcna1,Jun,Aldh1a7,Il27,Klf2,Hspg2,Atp1b4,Irf1,Mef2c,Dnah3,Gkn3,Rxfp3
207,Id4,Ccl1,Snap91,Marveld3,Rnf138rt1,Knl1,Jak3,Ccdc141,Mapk10,Ptpn18,Cd163l1,Dnah3,Irgm1,Higd1b,Dmrt2,Arhgap25,Rapgef3,Tex29,Ccl5,Misp
208,Rab36,Cdkn3,Adam11,Artn,Eppk1,Wdr63,Rbm38,Abhd8,Nap1l2,Stat1,Sytl3,Tex29,Prepl,Tppp3,Ces2g,Il1r1,Map3k1,Sptlc3,Slco2a1,Wnt2b
209,Cx3cl1,Fam47e,Ccdc136,Tgtp1,Gabre,Dtl,Btg1,Kcna2,Spock3,Sctr,Sptlc3,Nccrp1,Rgs7bp,Atp13a5,Grpr,Ncf1,Zbp1,Fam47e,Igkv4-72,Prkag3
210,Vwa5b2,Dnah3,Lrrc45,Grm6,Nccrp1,Casr,Arhgap9,Foxj1,Mfap3l,Timp1,Dnah3,Pdzk1ip1,Nsg1,Rab36,Trpv6,Tagap,Zc3hav1,Il27,Dtl,Syt15
211,Ap3b2,Il27,Cacna2d2,Clhc1,Ctse,Hist2h2aa1,Dcn,Itgb4,Atp2b2,Ppfibp1,Il27,Perp,H2-K1,Cfap126,Actg2,Atp2a3,Myo7a,Pdzk1ip1,Lhcgr,Sec1
212,Snph,Ccr4,Ppfia4,Prss38,Dnah3,Osr2,Themis2,Atp6v1g2,Slit3,Fyb,Fam47e,Lhx6,Scn4b,Dnah12,Nrk,Sema3b,H2-Q4,Sytl3,Gmnc,AI182371
213,Ccdc30,Hsd17b1,Chd5,Art1,Pdzk1ip1,Zfp442,Ptpn18,Limk1,Snhg11,Sh3bp4,Slc27a3,Ahsg,Ifit3,Wdr78,Prok1,Plcg2,Sox9,Nccrp1,Rnf138rt1,Ribc1
214,Nrgn,Ucn,Cadm1,Acad12,Fam47e,Igkv4-72,Sp100,Gpc1,Atp6v0a1,Ttll3,Ccr4,Kcnh4,Snap47,Rabl2,Lrr1,Il27ra,Bmp6,Adgrg2,Hist2h2aa1,Col8a2
215,Tmem25,Rxfp3,Rasgrp2,Wnt2b,Ccl1,Klra2,S1pr4,Ina,Ptprn2,Lmo4,Nccrp1,Misp,Atp6v0a1,Ezr,Slpi,Ets1,Gbp5,Itgae,Pitx2,Gtse1
216,Slc6a11,Wnt2b,Nfasc,Kcnh4,Il27,Gmnc,Mfge8,Dffa,Fyn,Col6a2,Trbv13-1,Cckar,Rogdi,Ajuba,Cdkn2a,Cd53,Col13a1,Clhc1,Strc,Plaat5
217,mt-Cytb,Pifo,Car11,Cckar,Aldh1a7,Lhcgr,Nlrc5,Rasgef1b,Snph,Crispld2,Tgtp1,Folr1,Gria4,Foxq1,Serinc4,Nfatc1,Bace2,Prkag3,Wdr63,Prickle3
218,Stac2,Cyb5r2,Kcnh2,Cyb5r2,Wdr38,Ccdc146,Pdcd4,Stat1,Irx3,Nkx6-1,Wnt2b,Art1,Rims1,Armc2,Trim55,Adap2,Tnfaip8,Kcnh4,Knl1,Fsip1
219,Cstf2,Acad12,Hoxb8,Rxfp3,Adgrg2,Pi15,Itgb7,Ahnak2,Tnfrsf12a,Trim14,Ahsg,Cyb5r2,Gria2,Tacc2,Tdrd12,Fam43a,Slfn2,Marveld3,Klra2,Angptl7
220,Cacnb3,Kcnh4,Carmil3,Lhx6,Sptlc3,Dnah3,Myb,Gpc5,Itm2a,Casr,Marveld3,Cd209c,Syngap1,Tekt1,Hsf2bp,Wnt6,Btg2,Wnt2b,Wnt16,S100a2
221,Shank2,Cckar,Efr3b,Ahsg,Slc27a3,Fam47e,Myh9,Adgrb1,Ccdc136,Ano1,Matn1,Pifo,Rusc1,Fhl1,Mroh8,Stat6,Kcnn4,Rxfp3,Casr,Klrb1a
222,Cit,Art1,Add2,Misp,Dapl1,Wdr38,Foxp4,Sh3bp4,Lpcat4,Prom1,Rxfp3,Mef2b,Ttll8,Myh9,Syt8,Junb,Plin3,Prss38,Zfp442,Rdh1
223,Mast1,Misp,Gap43,Rnf2,Ltf,Nccrp1,Snx20,Pvalb,Cacng7,Myof,Folr1,Marveld3,Snph,Cabp1,Urah,Irf5,Rubcnl,Cyb5r2,Osr2,Fcnb
224,Nrsn2,Grm6,Rbfox3,Xirp2,Sytl3,Trbv13-1,Trim7,Mllt11,Pip5kl1,Plcg2,Pifo,Wnt2b,Ptgds,Cfap73,Ect2,Arhgef18,Nfkb2,Cckar,Cdkn3,Itgb1bp2
225,Ebf1,Lhx6,Celsr3,Slc44a3,Itih4,Cd163l1,Nfatc1,Prom1,Hapln2,Gadd45g,Acad12,Matn1,Kcnt1,Ttll6,Sbk2,Sh2d2a,H2-Oa,Cd209c,Dapl1,Prg4
226,Actl6b,Has1,Sgsm1,Ildr1,Matn1,Sptlc3,Stat6,Atp13a5,Egfl7,Pdlim4,Cckar,Has1,Kank3,Pdcd4,Teddm2,Cd4,Oas1a,Art1,Cfd,Hic1
227,Grb10,Marveld3,Fcho1,Phox2a,Grm6,Il27,Trim14,Slc4a8,Sgtb,Spef2,Clhc1,Rxfp3,Mcl1,Crispld2,Nppb,Tmem123,Matn4,Acad12,Sptlc3,Cyp1b1
228,Vamp1,Mef2b,Epha10,Cass4,Pifo,Adgrg2,Cd24a,Ramp2,Scrt2,Lrrc51,Grm6,Prss38,Rasgrp2,Ift22,Pdcd1lg2,Htra3,C1s1,Artn,Fam47e,Gabre
